Player,Fairway Percentage,Year,gir,Average Putts,Average Scrambling,Average Score,Points,Rounds,Avg Distance
Aron Price,70.29,2011,67.09,29.46,55.19,70.729,272,58.0,282.6
Chris Riley,70.19,2011,64.81,29.31,61.62,71.143,292,76.0,279.3
Justin Hicks,69.88,2011,65.71,30.63,50.47,72.008,145,60.0,286.0
Steve Elkington,69.58,2011,66.44,29.5,60.26,71.598,107,50.0,285.4
Paul Goydos,69.0,2011,64.47,29.44,55.79,71.722,474,81.0,274.8
Rocco Mediate,68.91,2011,62.16,29.68,51.8,72.975,85,53.0,275.5
Briny Baird,68.74,2011,69.14,29.67,60.0,70.435,258,60.0,289.1
Jim Furyk,68.0,2011,67.57,29.45,58.37,70.37,661,87.0,281.4
Garrett Willis,67.85,2011,64.41,29.2,58.14,71.458,270,71.0,279.7
Mark Wilson,67.63,2011,66.03,29.09,62.97,70.52600000000001,"1,461",89.0,284.8
Jason Bohn,67.48,2011,67.3,29.23,58.25,71.336,284,74.0,284.9
Stephen Ames,67.44,2011,65.3,29.15,60.59,71.12100000000001,298,69.0,283.8
Johnson Wagner,67.35,2011,67.17,29.56,57.8,70.654,585,81.0,282.2
Chez Reavie,67.32,2011,68.6,29.58,55.0,70.744,588,92.0,293.5
John Merrick,67.31,2011,68.69,29.62,58.03,70.423,415,71.0,297.2
Ben Crane,67.06,2011,66.36,29.08,61.31,70.434,526,76.0,284.9
Shane Bertsch,67.05,2011,64.38,28.8,59.33,70.869,207,62.0,280.1
John Rollins,66.84,2011,69.08,29.8,56.28,70.584,608,85.0,296.7
David Mathis,66.82,2011,64.29,28.84,60.81,70.899,326,83.0,282.0
John Senden,66.82,2011,70.86,29.84,54.77,70.199,732,94.0,293.3
Boo Weekley,66.74,2011,71.68,30.84,52.85,71.176,223,66.0,296.6
Rod Pampling,66.7,2011,65.89,28.97,63.1,70.803,385,72.0,291.6
Chris DiMarco,66.67,2011,65.11,29.1,60.47,70.90899999999999,499,93.0,277.9
Bryce Molder,66.46,2011,65.0,28.38,62.5,70.433,493,82.0,282.0
D.A. Points,66.45,2011,64.92,29.04,58.36,70.62100000000001,"1,055",89.0,287.4
J.J. Henry,66.43,2011,68.96,30.03,56.03,70.671,599,96.0,291.1
Alex Cejka,66.42,2011,66.1,29.25,56.94,71.178,303,59.0,280.3
Graeme McDowell,66.31,2011,66.08,29.38,54.01,70.997,485,50.0,289.5
Billy Horschel,66.22,2011,67.07,29.59,54.03,71.512,197,75.0,291.0
Woody Austin,66.21,2011,66.88,29.02,63.92,70.943,221,59.0,287.6
Kent Jones,66.13,2011,66.12,29.68,54.5,71.001,297,76.0,285.0
Colt Knost,66.02,2011,62.01,29.12,55.34,71.747,227,80.0,279.0
Brandt Jobe,65.87,2011,69.16,29.52,58.72,70.334,803,100.0,298.5
Jason Dufner,65.81,2011,66.95,29.44,58.62,70.2,"1,143",78.0,286.8
Blake Adams,65.79,2011,65.48,28.71,60.63,70.7,616,116.0,292.1
Michael Connell,65.79,2011,63.82,29.21,60.81,71.32600000000001,233,76.0,279.5
Justin Leonard,65.29,2011,64.91,29.23,61.97,71.002,328,82.0,280.1
Dean Wilson,65.27,2011,62.63,28.66,61.63,71.195,318,62.0,276.8
Chris Couch,64.96,2011,64.99,28.53,60.87,70.595,573,73.0,296.8
Brendan Steele,64.83,2011,65.45,29.39,54.53,71.01899999999999,826,89.0,292.8
Ian Poulter,64.76,2011,65.58,29.06,56.33,70.824,387,52.0,282.8
Matt Kuchar,64.75,2011,66.98,28.52,62.91,69.515,"1,407",94.0,286.2
Tim Petrovic,64.73,2011,62.17,28.64,60.49,71.32600000000001,326,88.0,280.5
Scott McCarron,64.63,2011,60.75,28.64,60.56,71.127,221,65.0,291.6
Matt McQuillan,64.45,2011,62.63,28.71,57.57,71.635,280,59.0,285.4
J.P. Hayes,64.36,2011,61.52,29.11,58.29,72.048,147,56.0,282.7
Luke Donald,64.29,2011,67.33,28.03,63.71,68.861,"1,856",73.0,284.1
Vaughn Taylor,64.22,2011,66.04,28.85,58.46,70.90899999999999,397,89.0,284.1
Tom Gillis,64.11,2011,66.36,29.95,55.86,71.134,431,55.0,290.1
Brendon de Jonge,64.04,2011,66.45,28.81,60.33,70.429,784,105.0,287.8
Brandt Snedeker,64.02,2011,64.9,28.51,61.45,69.859,"1,227",85.0,287.2
Adam Scott,63.98,2011,68.08,29.39,59.0,69.872,"1,332",60.0,299.7
Rich Beem,63.87,2011,61.95,29.81,52.89,72.76,78,53.0,286.1
Hunter Haas,63.76,2011,66.24,29.08,59.93,70.82600000000001,499,96.0,288.5
Kevin Streelman,63.72,2011,65.62,29.24,60.5,70.54,600,90.0,289.2
Pat Perez,63.64,2011,65.42,28.84,58.35,70.82600000000001,716,76.0,291.4
Bill Haas,63.59,2011,69.44,29.53,58.3,70.135,"1,273",93.0,296.6
Bo Van Pelt,63.59,2011,68.02,29.57,58.69,70.092,881,92.0,297.4
Spencer Levin,63.53,2011,67.99,29.34,60.35,69.851,"1,025",113.0,286.3
Richard Johnson,63.46,2011,63.41,29.47,54.19,71.902,144,64.0,276.6
Ben Martin,63.43,2011,64.76,29.34,52.93,71.419,242,74.0,289.5
David Hearn,63.36,2011,68.82,29.51,59.47,70.709,362,88.0,290.9
Chad Campbell,63.31,2011,71.13,30.12,57.54,70.273,591,99.0,291.1
Justin Rose,63.27,2011,69.48,29.64,57.92,70.332,796,79.0,290.6
Kevin Stadler,63.25,2011,68.06,29.71,52.39,71.295,414,88.0,293.2
Kris Blanks,63.11,2011,68.89,29.7,57.94,70.952,641,92.0,284.9
Ryan Moore,63.1,2011,62.89,28.47,60.08,70.345,883,79.0,290.1
Fabián Gómez,63.08,2011,65.2,29.43,52.1,71.639,208,84.0,288.4
Lee Janzen,63.04,2011,63.1,28.95,54.84,71.525,168,62.0,290.1
Marc Turnesa,62.93,2011,65.6,29.69,52.8,71.533,175,54.0,282.8
Robert Allenby,62.91,2011,67.54,29.72,58.76,70.28399999999999,679,84.0,290.2
Geoff Ogilvy,62.89,2011,62.63,28.47,59.68,70.164,571,69.0,290.0
Hunter Mahan,62.85,2011,68.79,29.21,58.0,69.905,"1,186",92.0,291.6
Daniel Summerhays,62.83,2011,63.24,29.7,55.07,72.487,210,75.0,284.9
Steve Stricker,62.47,2011,66.02,27.96,64.93,69.362,"1,865",70.0,288.8
Greg Chalmers,62.42,2011,61.24,27.77,65.17,70.596,450,88.0,279.6
Carl Pettersson,62.29,2011,65.77,28.75,58.46,70.289,691,95.0,291.8
Alexandre Rocha,62.23,2011,68.23,30.54,55.21,71.262,127,65.0,290.9
Y.E. Yang,62.23,2011,62.52,28.69,61.31,70.277,799,63.0,290.2
Troy Merritt,62.04,2011,64.12,29.75,56.35,72.083,131,63.0,286.8
K.J. Choi,61.99,2011,65.93,29.17,60.87,69.993,"1,601",77.0,285.6
Webb Simpson,61.93,2011,69.84,28.77,62.22,69.252,"1,861",98.0,296.2
Sung Kang,61.82,2011,64.78,29.19,56.68,70.84899999999999,219,63.0,294.2
Trevor Immelman,61.74,2011,68.12,29.61,58.09,70.433,468,84.0,288.5
Charl Schwartzel,61.73,2011,65.97,29.25,59.77,69.619,"1,185",58.0,297.0
Keegan Bradley,61.5,2011,65.9,29.26,56.18,70.257,"1,621",76.0,303.9
Andres Gonzales,61.49,2011,64.42,29.31,52.85,71.634,93,60.0,293.1
Josh Teater,61.48,2011,66.89,29.5,54.45,71.057,393,104.0,302.3
Retief Goosen,61.44,2011,64.4,29.06,58.28,70.73100000000001,439,50.0,289.9
Steve Flesch,61.43,2011,59.85,28.55,57.0,71.119,352,88.0,282.5
Charlie Wi,61.35,2011,63.65,28.41,58.93,70.757,591,83.0,285.8
Roland Thatcher,61.16,2011,64.26,29.07,58.0,71.47800000000001,302,67.0,293.1
Bill Lunde,61.11,2011,69.38,29.77,56.7,71.046,428,92.0,291.5
Cameron Beckman,61.05,2011,63.18,29.18,56.76,71.642,324,71.0,284.3
Lucas Glover,61.05,2011,65.92,29.26,53.74,70.445,875,74.0,294.6
Cameron Tringale,60.99,2011,67.3,29.47,57.69,70.751,644,110.0,294.3
Steve Marino,60.98,2011,65.79,29.17,57.69,70.735,935,76.0,295.2
Nate Smith,60.98,2011,61.57,28.68,58.07,71.833,110,66.0,281.2
Kevin Kisner,60.96,2011,60.59,28.92,54.85,71.858,116,70.0,284.3
Freddie Jacobson,60.82,2011,63.56,28.19,60.62,69.854,"1,235",92.0,287.4
William McGirt,60.78,2011,68.63,29.56,59.75,70.726,334,103.0,289.9
Jeff Overton,60.46,2011,64.53,29.33,54.73,70.80199999999999,611,92.0,295.3
Ryuji Imada,60.36,2011,64.26,29.01,58.8,71.115,529,83.0,283.4
Charley Hoffman,60.34,2011,66.79,29.41,53.64,71.097,746,72.0,305.3
Jonathan Byrd,60.33,2011,65.65,28.9,57.2,70.783,"1,165",83.0,291.6
Michael Thompson,60.14,2011,65.3,28.88,60.75,70.942,413,79.0,291.0
Ernie Els,60.1,2011,69.89,30.39,51.07,71.062,357,71.0,288.1
Bobby Gates,60.1,2011,64.71,29.8,51.49,71.616,256,82.0,297.4
Chris Stroud,60.03,2011,67.0,29.49,57.31,70.83800000000001,413,88.0,291.2
George McNeill,59.95,2011,64.21,29.03,56.23,70.797,694,69.0,295.0
D.J. Trahan,59.81,2011,68.99,30.12,58.27,70.87,392,91.0,298.6
Vijay Singh,59.67,2011,66.46,29.53,57.23,70.61,903,79.0,294.3
Joseph Bramlett,59.54,2011,65.21,29.68,56.51,71.714,110,73.0,295.6
Kyle Stanley,59.52,2011,68.21,29.46,54.17,70.317,761,98.0,304.6
Davis Love III,59.45,2011,68.25,30.04,54.0,70.548,557,70.0,298.5
Nathan Green,59.44,2011,62.34,28.74,60.92,71.298,209,81.0,285.0
Jim Renner,59.1,2011,65.01,29.18,58.22,71.372,149,65.0,296.8
Paul Stankowski,59.05,2011,65.2,28.96,59.42,71.165,207,78.0,283.9
Kevin Chappell,59.0,2011,64.89,29.03,58.46,71.221,503,78.0,295.8
Tommy Gainey,58.97,2011,67.0,29.39,55.39,70.814,999,104.0,296.7
Jarrod Lyle,58.86,2011,61.95,29.35,57.3,71.617,217,83.0,286.1
Troy Matteson,58.83,2011,65.64,29.31,55.58,71.184,542,91.0,300.2
Ricky Barnes,58.55,2011,66.52,29.54,56.6,70.572,552,78.0,293.3
Martin Laird,58.51,2011,66.59,28.91,59.08,70.34100000000001,"1,234",77.0,303.0
Stuart Appleby,58.2,2011,61.62,29.02,55.9,71.554,387,65.0,287.5
Nick Watney,58.15,2011,66.88,28.44,62.96,69.518,"1,906",80.0,301.9
Gary Woodland,58.07,2011,69.41,29.69,58.2,69.875,"1,466",68.0,313.3
Scott Gutschewski,58.06,2011,62.62,29.58,56.68,71.582,125,67.0,298.0
Sergio Garcia,58.0,2011,66.85,29.13,60.16,69.564,662,61.0,299.2
Camilo Villegas,57.98,2011,62.5,29.04,55.99,71.024,395,69.0,294.4
Andres Romero,57.8,2011,63.41,28.41,56.48,70.495,651,77.0,294.7
Kevin Na,57.66,2011,61.04,27.75,63.5,70.432,778,84.0,279.8
Charles Howell III,57.51,2011,68.91,29.31,63.92,69.66,"1,137",108.0,297.3
Will Strickler,57.38,2011,62.06,29.26,54.21,72.17699999999999,84,51.0,304.1
Alex Prugh,57.35,2011,65.95,30.05,47.91,71.904,209,82.0,298.6
Tim Herron,57.29,2011,65.64,28.99,59.08,70.634,456,85.0,291.8
Dustin Johnson,57.17,2011,68.39,29.56,51.24,70.457,"1,191",72.0,314.2
Zack Miller,57.06,2011,61.79,29.45,54.26,71.89,290,86.0,299.5
Michael Bradley,57.03,2011,67.62,29.71,51.72,70.877,454,74.0,290.7
Tag Ridings,56.99,2011,63.58,29.15,55.37,71.325,286,87.0,303.3
Jim Herman,56.98,2011,67.94,30.23,56.53,71.377,160,69.0,301.7
Bubba Watson,56.92,2011,69.83,29.86,50.82,70.625,"1,577",85.0,314.9
Scott Stallings,56.91,2011,66.6,29.71,53.52,71.036,992,84.0,303.7
Scott Piercy,56.81,2011,65.84,29.08,57.58,70.792,571,78.0,305.4
Robert Karlsson,56.78,2011,63.37,28.92,60.41,70.211,789,61.0,299.2
Rory Sabbatini,56.74,2011,65.84,29.3,58.23,70.46,"1,175",85.0,292.5
Rickie Fowler,56.7,2011,64.47,28.35,55.02,70.007,"1,038",66.0,302.1
Joe Ogilvie,56.62,2011,62.6,28.63,56.98,71.215,364,75.0,291.6
Stewart Cink,56.58,2011,64.31,28.97,57.08,70.7,556,72.0,291.8
Matt Bettencourt,56.51,2011,62.1,29.01,54.97,71.689,461,84.0,288.3
Chris Kirk,56.47,2011,66.67,29.05,57.66,70.414,957,87.0,295.7
Arjun Atwal,56.31,2011,63.25,28.79,55.65,71.444,339,91.0,284.8
James Driscoll,55.79,2011,63.5,29.05,56.91,71.277,353,71.0,298.5
Sean O'Hair,55.78,2011,63.17,29.54,54.74,70.81,724,71.0,294.6
Shaun Micheel,55.71,2011,63.01,29.29,58.64,71.675,160,77.0,286.1
Aaron Baddeley,55.67,2011,65.48,28.39,59.44,70.23,"1,181",77.0,296.2
Matt Jones,55.52,2011,62.36,28.76,56.96,71.517,328,71.0,293.9
D.J. Brigman,55.27,2011,60.92,29.12,53.49,71.803,140,67.0,290.2
Steven Bowditch,55.12,2011,63.62,28.84,52.33,71.221,347,86.0,308.3
Ángel Cabrera,54.97,2011,63.89,29.07,52.17,70.696,237,50.0,301.6
Michael Putnam,54.72,2011,64.37,29.27,58.17,70.98899999999999,300,67.0,297.2
Jason Day,54.7,2011,64.92,28.37,64.64,69.706,"1,308",76.0,302.6
Jhonattan Vegas,54.65,2011,67.22,29.95,54.66,70.96600000000001,919,66.0,306.0
Marc Leishman,54.41,2011,64.43,29.14,58.53,70.94800000000001,522,87.0,296.0
Martin Piller,54.0,2011,61.02,29.29,52.66,72.542,120,63.0,292.2
Ryan Palmer,53.76,2011,63.75,28.7,59.96,70.847,902,82.0,299.5
Phil Mickelson,53.2,2011,66.96,29.08,62.01,69.891,"1,601",79.0,299.8
Jimmy Walker,53.13,2011,63.92,28.57,59.45,70.42399999999999,615,79.0,298.8
Padraig Harrington,52.98,2011,64.12,28.98,59.84,70.809,338,60.0,294.7
Robert Garrigus,52.97,2011,66.13,29.4,53.56,70.931,702,83.0,313.4
Bio Kim,52.87,2011,59.49,28.72,54.85,71.696,179,71.0,296.1
J.B. Holmes,52.09,2011,66.46,29.3,54.06,70.523,640,57.0,318.4
David Duval,51.88,2011,64.1,29.46,52.66,71.873,191,67.0,296.3
Harrison Frazar,51.49,2011,62.45,29.43,54.08,70.891,660,58.0,301.8
Derek Lamely,50.57,2011,62.87,29.54,50.83,72.60600000000001,123,65.0,297.9
Anthony Kim,46.99,2011,61.58,28.59,58.45,70.775,485,72.0,294.2
Omar Uresti,76.08,2010,68.22,29.78,61.44,71.579,192,74.0,272.0
Joe Durant,75.94,2010,71.95,29.89,59.09,70.365,321,67.0,285.6
Brian Gay,74.0,2010,63.44,28.02,66.51,70.756,714,101.0,266.4
Tim Clark,73.72,2010,66.73,28.87,62.67,70.24600000000001,"1,409",88.0,272.2
Craig Bowden,72.86,2010,62.64,29.53,58.31,72.229,79,56.0,270.0
Heath Slocum,72.42,2010,69.59,29.62,62.87,70.673,722,97.0,278.9
David Toms,71.88,2010,67.58,28.89,61.29,70.337,748,86.0,281.3
Zach Johnson,71.24,2010,66.54,28.73,57.66,70.527,"1,191",93.0,279.7
Ben Crane,71.13,2010,68.22,29.07,59.06,70.234,"1,304",85.0,282.3
Jim Furyk,71.01,2010,67.12,28.74,63.47,69.828,"1,691",76.0,276.0
Richard Johnson,70.92,2010,68.5,29.6,59.35,71.156,323,90.0,277.3
Paul Goydos,70.58,2010,65.95,29.08,55.02,71.532,597,78.0,273.6
Jerry Kelly,70.5,2010,67.49,29.63,57.91,70.954,493,99.0,279.0
Garrett Willis,70.44,2010,69.87,29.65,55.32,71.15899999999999,517,82.0,280.2
Jeff Quinney,70.34,2010,65.45,28.66,59.7,70.851,378,91.0,273.3
Alex Cejka,70.31,2010,66.6,29.7,56.42,71.219,489,81.0,277.4
Billy Mayfair,70.29,2010,69.68,30.5,55.5,71.426,314,78.0,284.0
Chris DiMarco,70.13,2010,67.39,29.15,61.87,70.983,286,88.0,279.0
Ben Curtis,70.07,2010,68.02,29.6,59.69,70.87100000000001,416,78.0,275.5
Jay Williamson,69.87,2010,68.95,29.72,59.74,71.29,280,76.0,285.1
Skip Kendall,69.63,2010,62.56,29.02,57.57,71.64,159,58.0,279.5
Justin Leonard,69.46,2010,65.09,29.02,57.32,70.419,556,89.0,277.8
John Mallinger,69.34,2010,67.11,29.33,58.67,71.27,342,78.0,280.4
Jason Dufner,69.24,2010,66.67,29.82,58.24,71.018,617,87.0,281.9
Chad Campbell,69.01,2010,69.06,29.54,59.46,70.62899999999999,551,94.0,285.1
Mark Wilson,68.85,2010,70.28,29.71,62.16,71.098,343,87.0,280.6
Chris Riley,68.7,2010,67.33,29.0,64.47,70.345,512,73.0,278.3
Cliff Kresge,68.59,2010,66.67,29.76,59.06,71.417,91,50.0,283.2
Tom Gillis,68.54,2010,65.98,28.75,60.27,70.514,554,97.0,288.7
Steve Stricker,68.5,2010,68.29,28.69,63.75,69.66,"1,697",73.0,282.9
Brian Davis,68.35,2010,63.09,28.87,61.85,71.376,781,101.0,278.9
Rocco Mediate,68.27,2010,69.32,30.28,56.96,71.34100000000001,150,71.0,278.1
Vaughn Taylor,68.26,2010,68.33,29.39,57.46,70.794,824,87.0,284.4
Scott Verplank,68.16,2010,63.85,28.75,59.37,70.83800000000001,786,74.0,278.6
Steve Elkington,68.01,2010,68.71,29.09,64.23,70.318,571,74.0,289.2
Ryan Moore,67.99,2010,66.67,29.05,60.76,70.623,893,80.0,289.7
Kenny Perry,67.99,2010,69.04,29.97,61.74,70.84100000000001,555,69.0,290.6
Hunter Mahan,67.94,2010,68.65,29.6,58.65,70.476,"1,528",85.0,291.8
Matt Kuchar,67.89,2010,69.36,28.74,64.69,69.60600000000001,"1,437",97.0,286.9
Jeff Maggert,67.55,2010,66.75,29.62,55.77,71.445,463,76.0,279.1
Tim Petrovic,67.37,2010,66.35,29.23,60.38,70.992,532,105.0,278.7
Dean Wilson,67.37,2010,68.98,28.79,67.16,70.223,434,54.0,281.6
Scott McCarron,67.36,2010,65.8,28.98,61.19,70.94,354,90.0,288.6
Brent Delahoussaye,67.28,2010,66.78,29.69,54.43,72.032,43,57.0,275.6
Aron Price,67.23,2010,70.49,29.69,58.53,70.85600000000001,358,70.0,284.6
John Senden,67.22,2010,72.49,30.08,57.65,70.618,467,103.0,290.2
Boo Weekley,67.14,2010,70.07,29.95,60.32,70.851,526,88.0,291.9
Tom Pernice Jr.,66.95,2010,69.78,29.48,59.61,70.757,331,74.0,280.0
Jason Bohn,66.89,2010,67.79,29.25,57.49,70.85600000000001,926,84.0,279.8
Kevin Sutherland,66.89,2010,71.96,29.9,62.44,70.604,499,86.0,287.9
Kris Blanks,66.87,2010,71.15,30.6,54.06,71.37100000000001,554,91.0,286.4
Blake Adams,66.84,2010,66.73,29.2,57.43,71.077,514,84.0,291.3
John Merrick,66.71,2010,70.24,29.94,56.93,71.102,449,109.0,291.4
Woody Austin,66.48,2010,67.92,29.55,58.56,71.12100000000001,394,93.0,281.1
Stephen Ames,66.47,2010,67.79,29.15,59.67,70.639,548,75.0,282.0
Kevin Na,66.46,2010,65.89,28.57,64.45,70.314,804,94.0,278.6
Will MacKenzie,66.33,2010,68.52,29.78,59.31,70.918,267,72.0,290.8
Justin Bolli,66.28,2010,64.85,30.2,54.52,72.881,6,55.0,281.8
Steve Flesch,66.02,2010,62.76,29.19,55.04,72.041,272,78.0,277.4
K.J. Choi,65.99,2010,68.52,29.23,62.67,70.09899999999999,922,82.0,283.1
Charles Warren,65.93,2010,71.74,30.28,54.58,70.917,116,64.0,302.5
Chris Couch,65.87,2010,66.5,28.77,56.28,70.94800000000001,472,66.0,292.4
James Nitties,65.69,2010,66.47,29.27,58.19,71.277,338,92.0,286.2
Kevin Streelman,65.64,2010,66.67,29.07,56.59,70.727,460,90.0,290.3
Brendon de Jonge,65.51,2010,70.07,29.51,55.52,70.344,"1,035",114.0,286.9
Briny Baird,65.45,2010,69.41,29.65,61.49,70.639,458,87.0,282.0
Rod Pampling,65.45,2010,64.94,29.49,59.47,71.501,275,77.0,283.5
Paul Stankowski,65.38,2010,70.88,29.35,55.48,70.354,296,62.0,290.3
Mathew Goggin,65.24,2010,69.74,30.33,54.21,71.672,267,85.0,289.3
Pat Perez,65.23,2010,68.95,28.91,62.23,70.593,534,90.0,287.1
Bo Van Pelt,65.23,2010,69.23,29.31,62.33,69.955,"1,272",104.0,292.0
Justin Rose,65.17,2010,66.31,28.64,63.85,69.885,"1,593",78.0,287.8
Spencer Levin,65.12,2010,69.88,29.33,58.95,70.385,646,110.0,280.6
J.J. Henry,65.07,2010,68.72,29.7,59.62,70.77199999999999,598,92.0,292.8
J.P. Hayes,64.91,2010,66.0,28.95,55.77,70.98100000000001,439,79.0,281.0
Retief Goosen,64.79,2010,65.96,28.65,63.91,69.718,"1,068",75.0,291.4
Robert Allenby,64.75,2010,68.17,29.31,56.37,70.131,"1,169",76.0,289.1
Henrik Bjornstad,64.74,2010,69.11,30.21,49.59,71.722,188,72.0,288.1
Graham DeLaet,64.74,2010,71.27,30.07,61.56,70.645,393,88.0,305.7
John Rollins,64.58,2010,68.18,29.59,59.27,70.72800000000001,634,81.0,295.5
D.A. Points,64.52,2010,67.9,29.74,58.65,70.958,544,90.0,283.0
Y.E. Yang,64.31,2010,65.95,29.07,56.18,71.033,678,72.0,288.6
Mathias Grönberg,64.28,2010,66.77,29.87,58.36,71.61399999999999,198,61.0,293.7
Brandt Snedeker,64.27,2010,62.36,27.97,61.19,70.258,813,89.0,277.1
Davis Love III,64.2,2010,70.25,30.24,54.37,70.888,475,79.0,297.7
Rickie Fowler,64.19,2010,69.9,29.3,59.51,70.429,"1,147",66.0,302.1
Charlie Wi,64.19,2010,66.55,28.58,65.56,70.28399999999999,690,95.0,281.2
Bill Haas,64.17,2010,69.92,29.48,57.96,70.308,"1,025",87.0,293.3
Steve Wheatcroft,64.12,2010,63.47,29.39,51.84,71.53,213,74.0,287.1
Trevor Immelman,64.07,2010,66.06,29.89,59.52,71.16199999999999,266,55.0,286.4
Nicholas Thompson,64.04,2010,67.86,30.2,49.38,71.815,284,88.0,289.2
Stewart Cink,63.98,2010,68.61,29.48,57.08,70.431,678,84.0,292.4
Sean O'Hair,63.98,2010,68.22,29.8,61.83,70.60300000000001,858,84.0,289.3
Kevin Johnson,63.85,2010,62.5,29.46,51.32,72.878,53,62.0,276.5
Sergio Garcia,63.75,2010,66.13,29.88,54.57,71.07600000000001,461,58.0,292.7
Cameron Beckman,63.72,2010,66.15,29.61,58.21,71.395,427,68.0,285.7
Josh Teater,63.69,2010,68.8,29.74,56.83,71.116,502,101.0,293.1
Michael Letzig,63.47,2010,67.92,29.42,56.08,70.95100000000001,415,84.0,289.7
Michael Connell,63.4,2010,66.94,29.12,59.13,70.9,314,89.0,281.3
Jarrod Lyle,63.4,2010,65.34,29.24,57.84,70.835,227,54.0,296.2
Michael Sim,63.35,2010,65.34,28.75,61.58,70.896,573,64.0,283.3
Vijay Singh,63.28,2010,68.62,29.84,56.46,70.343,588,75.0,292.3
Bryce Molder,63.16,2010,65.28,28.69,62.4,70.403,748,84.0,278.0
Ryuji Imada,63.11,2010,64.51,28.4,63.13,70.753,445,90.0,278.7
Brian Stuard,63.09,2010,65.04,29.43,54.45,71.595,226,81.0,286.9
Chris Tidland,63.08,2010,66.36,29.22,57.47,71.255,271,77.0,288.1
Chris Stroud,62.98,2010,69.31,29.77,57.4,70.96600000000001,369,90.0,287.2
Jeff Gove,62.96,2010,69.72,31.0,50.36,72.40100000000001,77,57.0,288.7
Kevin Stadler,62.96,2010,67.95,29.53,56.0,71.149,394,86.0,290.2
Adam Scott,62.93,2010,69.61,30.07,54.03,70.468,940,70.0,294.4
Lucas Glover,62.84,2010,67.42,29.65,54.15,70.949,743,75.0,295.7
Carl Pettersson,62.82,2010,63.8,28.24,62.06,70.55199999999999,"1,142",99.0,282.1
Ian Poulter,62.72,2010,62.47,28.9,59.82,71.211,733,55.0,286.8
Shaun Micheel,62.67,2010,64.61,28.77,61.27,70.499,595,70.0,283.2
Rory McIlroy,62.64,2010,66.24,29.27,60.13,70.351,"1,101",48.0,317.5
Nick Watney,62.63,2010,69.63,29.32,55.51,70.291,984,91.0,296.5
Johnson Wagner,62.59,2010,68.24,29.52,58.1,71.113,197,85.0,282.4
Roger Tambellini,62.57,2010,69.73,30.71,54.26,71.969,219,77.0,292.0
Greg Kraft,62.5,2010,60.63,29.78,53.37,73.07,14,52.0,273.2
Luke Donald,62.36,2010,65.28,28.46,65.41,69.85,"1,089",71.0,277.0
Mark Calcavecchia,62.18,2010,65.48,30.02,50.96,72.222,88,50.0,281.0
Freddie Jacobson,62.16,2010,67.8,28.93,63.2,70.367,826,83.0,283.1
Matt Every,62.06,2010,64.75,28.93,57.61,70.986,322,60.0,290.9
Steve Marino,61.96,2010,67.49,29.53,56.33,70.875,636,81.0,290.6
Steve Lowery,61.9,2010,65.52,30.03,50.38,72.202,67,67.0,286.2
Jerod Turner,61.66,2010,58.94,29.0,50.88,72.602,57,54.0,279.0
Camilo Villegas,61.66,2010,66.05,29.43,57.5,70.425,"1,213",78.0,289.6
Charley Hoffman,61.59,2010,66.53,28.73,60.6,70.25399999999999,546,72.0,305.3
Jonathan Byrd,61.54,2010,70.0,29.54,61.66,70.437,415,85.0,290.9
Greg Owen,61.46,2010,69.0,30.1,52.73,71.77,184,69.0,291.4
Andrew McLardy,61.43,2010,65.97,29.69,53.4,72.217,23,52.0,289.9
Bob Estes,61.41,2010,67.79,29.59,60.48,71.086,432,79.0,283.9
D.J. Trahan,61.4,2010,71.26,30.02,54.83,70.661,577,92.0,301.1
Paul Casey,61.31,2010,68.68,29.07,60.86,69.72,992,64.0,294.2
Nathan Green,61.0,2010,63.18,28.94,60.18,71.421,414,86.0,279.5
Jeev Milkha Singh,60.94,2010,65.28,29.08,63.69,70.631,253,59.0,287.3
Bill Lunde,60.71,2010,65.85,29.77,57.48,71.688,449,79.0,288.9
Garth Mulroy,60.7,2010,70.07,30.18,53.41,72.0,160,53.0,295.6
Ted Purdy,60.61,2010,63.96,29.61,52.44,71.824,244,86.0,290.8
Webb Simpson,60.47,2010,66.16,28.73,59.46,70.683,478,98.0,285.4
Michael Bradley,60.37,2010,68.65,29.62,59.47,71.498,306,77.0,281.5
Troy Matteson,60.36,2010,71.43,30.44,55.79,71.31,425,84.0,296.3
Rory Sabbatini,60.28,2010,66.74,29.36,56.48,71.366,618,79.0,289.1
Chad Collins,60.27,2010,63.29,28.28,64.37,70.59899999999999,512,87.0,275.8
Martin Laird,60.27,2010,67.83,29.68,57.31,71.158,477,91.0,296.5
Brett Quigley,60.26,2010,70.12,29.94,57.93,71.082,336,96.0,283.2
Ernie Els,60.16,2010,67.86,28.99,61.23,69.843,"1,846",72.0,288.4
Roland Thatcher,60.04,2010,65.9,29.69,57.24,71.82,142,72.0,288.0
Chris Wilson,59.93,2010,63.28,29.56,53.85,72.682,58,65.0,291.7
Lee Janzen,59.91,2010,67.68,29.38,57.81,71.194,280,77.0,287.7
Greg Chalmers,59.8,2010,66.01,28.53,64.32,70.732,558,93.0,275.5
Stuart Appleby,59.75,2010,61.84,28.89,58.82,70.954,957,101.0,289.0
Brad Faxon,59.47,2010,59.05,29.02,47.49,73.116,39,58.0,271.4
Troy Merritt,59.37,2010,65.48,28.96,54.98,71.486,331,86.0,288.2
